"43","TEXT_BANMAM124_05284_TODO_19",""
"44","TEXT_BANMAM124_05284_TODO_20",""
"45","TEXT_BANMAM124_05284_TODO_21",""
"46","TEXT_BANMAM124_05284_TODO_22",""
"47","TEXT_BANMAM124_05284_TODO_23",""
"48","TEXT_BANMAM124_05284_KAGEELJA_000_001","今日も美しい金色に輝いているね……。<hex:02100103>呪光灯を取り付けてからというもの、<hex:02100103>作物も、より一層元気に育っているよ。"
"49","TEXT_BANMAM124_05284_KAGEELJA_000_002","呪光灯の核には、エーテルを帯びた特別な素材を、<hex:02100103><hex:022C0DFF07022903EB0203FF02200203>さんに調達してもらったよね。"
"50","TEXT_BANMAM124_05284_KAGEELJA_000_003","実は呪光灯を灯し続けるためには、道具の核だけじゃなく、<hex:02100103>魔法の触媒としてもエーテルを含んだ素材が必要なんだ。<hex:02100103>そこで、その調達に力を貸してもらえるかな？"
"51","TEXT_BANMAM124_05284_KAGEELJA_000_004","（★未使用／削除予定★）"
"52","TEXT_BANMAM124_05284_KAGEELJA_000_005","前に触媒を調達してもらったおかげで、<hex:02100103>呪光灯は僕たちの農園を照らし続けてくれているんだ。"
"53","TEXT_BANMAM124_05284_KAGEELJA_000_006","でも、そろそろなくなる頃合いだから補充しておきたくて。<hex:02100103>またお願いしてもいいかな？"
"54","TEXT_BANMAM124_05284_KAGEELJA_000_007","「<hex:02280BFF054974656DF2BBC80103>」が、<hex:02100103>足首の小セノーテのあたりで採れるはず。<hex:02100103>純度の高そうなものを、よろしくね。"
"55","TEXT_BANMAM124_05284_KAGEELJA_000_008","「<hex:02280BFF054974656DF2BBC90103>」が、<hex:02100103>足首の小セノーテのあたりで採れるはず。<hex:02100103>純度の高そうなものを、よろしくね。"
"56","TEXT_BANMAM124_05284_KAGEELJA_000_009","「<hex:02280BFF054974656DF2BBCA0103>」が、足首の小セノーテで釣れるはず。<hex:02100103>釣り餌は<hex:02280BFF054974656DF2AB490103>で大丈夫だから、<hex:02100103>どうかよろしくね。"
"57","TEXT_BANMAM124_05284_KAGEELJA_000_010","呪光灯の触媒になる「<hex:02280BFF054974656DF2BBC80103>」は、<hex:02100103>足首の小セノーテあたりで採れるよ。<hex:02100103>純度の高そうなものを、よろしくね。"
"58","TEXT_BANMAM124_05284_KAGEELJA_000_011","呪光灯の触媒になる「<hex:02280BFF054974656DF2BBC90103>」は、<hex:02100103>足首の小セノーテあたりで採れるよ。<hex:02100103>純度の高そうなものを、よろしくね。"
"59","TEXT_BANMAM124_05284_KAGEELJA_000_012","呪光灯の触媒になる「<hex:02280BFF054974656DF2BBCA0103>」は、<hex:02100103>足首の小セノーテで釣れるよ。<hex:02100103>釣り餌は、<hex:02280BFF054974656DF2AB490103>で大丈夫だ。"
"60","TEXT_BANMAM124_05284_KAGEELJA_000_015","おかえりなさい。<hex:02100103>……ふふ、その表情を見るに、<hex:02100103>いいものが採集できたみたいだね。"
"61","TEXT_BANMAM124_05284_KAGEELJA_000_016","うん、素材が綺麗に輝いていて、呪光灯のいい触媒になりそうだ。<hex:02100103>ありがとう、たしかに受け取ったよ。"
"62","TEXT_BANMAM124_05284_KAGEELJA_000_017","呪光灯の効果は素晴らしくてさ。<hex:02100103>野菜たちも以前より、ぐんと大きく、つやつやに育っているんだ。"
"63","TEXT_BANMAM124_05284_KAGEELJA_000_018","収穫量も種類もどんどん増えていて……<hex:02100103>マムークの食卓がますます彩り豊かになりそうだ！<hex:02100103>また触媒の補充が必要なときは、手伝ってもらえたら嬉しいよ。"
