"50","TEXT_BANMAM103_05263_KAGEELJA_000_003","特にエーテルの波長が特殊だったのは、<hex:02100103>セノーテ・ジャユンジャのあたり。<hex:02100103>そこで試料を採ってきてもらえるかな？"
"51","TEXT_BANMAM103_05263_KAGEELJA_000_004","「<hex:02280BFF054974656DF2BB9B0103>」があれば、<hex:02100103>ひとまず研究を進められるらしい。<hex:02100103>どうかよろしく頼むよ。"
"52","TEXT_BANMAM103_05263_KAGEELJA_000_005","「<hex:02280BFF054974656DF2BB9C0103>」があれば、<hex:02100103>ひとまず研究を進められるらしい。<hex:02100103>どうかよろしく頼むよ。"
"53","TEXT_BANMAM103_05263_KAGEELJA_000_006","「<hex:02280BFF054974656DF2BB9D0103>」があれば、<hex:02100103>ひとまず研究を進められるらしい。<hex:02100103>餌は<hex:02280BFF054974656DF2AB490103>がオススメって聞いたよ。"
"54","TEXT_BANMAM103_05263_KAGEELJA_000_010","セノーテ・ジャユンジャのあたりで、<hex:02100103>「<hex:02280BFF054974656DF2BB9B0103>」を採ってきてもらえると助かるよ。"
"55","TEXT_BANMAM103_05263_KAGEELJA_000_011","セノーテ・ジャユンジャのあたりで、<hex:02100103>「<hex:02280BFF054974656DF2BB9C0103>」を採ってきてもらえると助かるよ。"
"56","TEXT_BANMAM103_05263_KAGEELJA_000_012","セノーテ・ジャユンジャで、<hex:02100103>「<hex:02280BFF054974656DF2BB9D0103>」を採ってきてもらえると助かるよ。<hex:02100103>餌は<hex:02280BFF054974656DF2AB490103>がオススメだよ。"
"57","TEXT_BANMAM103_05263_KAGEELJA_000_020","おかえりなさい。<hex:02100103>試料の調達、どうだったかな？"
"58","TEXT_BANMAM103_05263_KAGEELJA_000_021","状態のいい試料をどうもありがとう、確かに受け取ったよ。<hex:02100103>アンギルさんに渡しておくね。"
"59","TEXT_BANMAM103_05263_KAGEELJA_000_022","植生の研究が進んだら、幻煌樹を活性化させているような、<hex:02100103>隕石のエーテルの謎も解明されるといいなあ……。"
"60","TEXT_BANMAM103_05263_KAGEELJA_000_023","そうすれば、この土地にさらに適した品種を選んだり、<hex:02100103>新たな品種を生み出したりもできるかも、なんて思ってさ。<hex:02100103>ふふ、研究の成果が楽しみだね。"
