"50","TEXT_BANMAM126_05286_KAGEELJA_000_003","それで、ここに来るシュバラール族の人に聞いたところ、<hex:02100103>ここの野菜スープに合いそうな調味料が、上の森で採れるらしい。<hex:02100103>というわけで……"
"51","TEXT_BANMAM126_05286_KAGEELJA_000_004","前に採ってきてもらった調味料、マムークの人たちにも、<hex:02100103>よく来るシュバラール族の人にも好評なんだ。"
"52","TEXT_BANMAM126_05286_KAGEELJA_000_005","おかげで、在庫がどんどん減ってしまって、<hex:02100103>そろそろ補充したいなと思っていてね。<hex:02100103>そんなわけで……"
"53","TEXT_BANMAM126_05286_KAGEELJA_000_006","貴方にぜひ、イクブラーシャあたりで、<hex:02100103>「<hex:02280BFF054974656DF2BBCB0103>」を採ってきてほしいんだよ。<hex:02100103>辛水のセノーテの塩よりまろやかで、口当たりがいいみたい。"
"54","TEXT_BANMAM126_05286_KAGEELJA_000_007","貴方にぜひ、イクブラーシャあたりで、<hex:02100103>「<hex:02280BFF054974656DF2BBCC0103>」を採ってきてほしいんだよ。<hex:02100103>ピリリとした風味を加えることで、野菜の旨味が際立つみたい。"
"55","TEXT_BANMAM126_05286_KAGEELJA_000_008","貴方にぜひ、シャダータラト・ゾユで、<hex:02100103>「<hex:02280BFF054974656DF2BBCD0103>」を採ってきてほしいんだよ。<hex:02100103>乾燥させて粉にすると、スープに合うみたい。"
"56","TEXT_BANMAM126_05286_KAGEELJA_000_009","餌は<hex:02280BFF054974656DF2AB490103>を使うといいよ。<hex:02100103>あのあたりだと、釣り餌に気付いた魚が、<hex:02100103>藻をかき集めてくれるんだ。"
"57","TEXT_BANMAM126_05286_KAGEELJA_000_010","イクブラーシャの近くで、<hex:02100103>「<hex:02280BFF054974656DF2BBCB0103>」を採ってきてほしいんだ。<hex:02100103>辛水のセノーテの塩よりまろやかで、口当たりがいいみたい。"
"58","TEXT_BANMAM126_05286_KAGEELJA_000_011","イクブラーシャの近くで、<hex:02100103>「<hex:02280BFF054974656DF2BBCC0103>」を採ってきてほしいんだ。<hex:02100103>ピリリとした風味を加えることで、野菜の旨味が際立つみたい。"
"59","TEXT_BANMAM126_05286_KAGEELJA_000_012","シャダータラト・ゾユで、<hex:02100103>「<hex:02280BFF054974656DF2BBCD0103>」を採ってきてほしいんだ。<hex:02100103>乾燥させて粉にすると、スープに合うみたい。"
"60","TEXT_BANMAM126_05286_KAGEELJA_000_013","餌は<hex:02280BFF054974656DF2AB490103>を使うといいよ。<hex:02100103>あのあたりだと、釣り餌に気付いた魚が、<hex:02100103>藻をかき集めてくれるんだ。"
"61","TEXT_BANMAM126_05286_KAGEELJA_000_014","おかえり、調味料の素材は採れたかい？"
"62","TEXT_BANMAM126_05286_KAGEELJA_000_015","そうそう、これだよ。<hex:02100103>上の森は獣も多いのに、いつもありがとう。"
"63","TEXT_BANMAM126_05286_KAGEELJA_000_016","さっそく加工して、スープに入れてみてもらうよ。<hex:02100103>最近はマムークの人たちもよく足を運んでくれるから、<hex:02100103>彼らの舌にも合うといいね。"
"64","TEXT_BANMAM126_05286_KAGEELJA_000_017","調味料、お客さんの舌に合ってよかったよ。<hex:02100103>調理担当も、喜んでもらえたことでさらに気合が入ったみたい。"
"65","TEXT_BANMAM126_05286_KAGEELJA_000_018","この調味料、前に作った名物料理……<hex:02100103>ティーカ・セルヴァースにも合うって好評なんだ。<hex:02100103>スープとあわせて人気が出てくれて、嬉しいな。"
"66","TEXT_BANMAM126_05286_KAGEELJA_000_019","研究に没頭したら食事を忘れがちなアンギルさんも、<hex:02100103>料理を持っていったら残さず食べてくれてるんだ。<hex:02100103>あの人の健康維持にひと役買ってるなら、なによりだよ。"
